OID_,Value,Count,bps_aoi,evt_aoi,BPS_NAME,GROUPVEG,EVT_NAME,EVT_PHYS
1164,1164,96.000000000000000,1582,7970,Central Interior and Appalachian Swamp Systems,Riparian,Eastern Cool Temperate Orchard,Agricultural
1165,1165,14.000000000000000,1585,7970,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Riparian,Eastern Cool Temperate Orchard,Agricultural
1166,1166,241.000000000000000,1576,9679,Central Tallgrass Prairie,Grassland,North-Central Interior Floodplain Shrubland,Riparian
1167,1167,1.000000000000000,1582,7240,Central Interior and Appalachian Swamp Systems,Riparian,Laurentian-Acadian Hardwood Forest,Hardwood
1168,1168,31.000000000000000,1572,7366,Laurentian Pine-Oak Barrens,Hardwood-Conifer,Laurentian-Acadian Pine-Hemlock Forest,Conifer
1169,1169,55.000000000000000,1576,7972,Central Tallgrass Prairie,Grassland,Eastern Cool Temperate Bush fruit and berries,Agricultural
1170,1170,22.000000000000000,1579,7290,Central Interior and Appalachian Floodplain Systems,Riparian,North-Central Oak Barrens Herbaceous,Grassland
1171,1171,42.000000000000000,1561,9179,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,North-Central Interior Floodplain Forest,Riparian
1172,1172,1.000000000000000,1561,7395,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,North-Central Oak Barrens Woodland,Hardwood
1173,1173,1.000000000000000,1585,7366,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Riparian,Laurentian-Acadian Pine-Hemlock Forest,Conifer
1174,1174,100.000000000000000,1585,7978,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Riparian,Eastern Cool Temperate Wheat,Agricultural
1175,1175,1374.000000000000000,1591,7908,North-Central Interior Maple-Basswood Forest,Hardwood,Eastern Cool Temperate Urban Herbaceous,Developed
1176,1176,56.000000000000000,1591,7311,North-Central Interior Maple-Basswood Forest,Hardwood,North-Central Interior Dry Oak Forest and Woodland,Hardwood
1177,1177,44.000000000000000,31,9064,Barren-Rock/Sand/Clay,Barren-Rock/Sand/Clay,Central Interior Acidic Cliff and Talus,Sparsely Vegetated
1178,1178,442.000000000000000,1563,9177,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,North-Central Interior and Appalachian Acidic Peatland Woodland,Riparian
1179,1179,4049.000000000000000,1591,7299,North-Central Interior Maple-Basswood Forest,Hardwood,Developed-Roads,Developed-Roads
1180,1180,964.000000000000000,1582,7517,Central Interior and Appalachian Swamp Systems,Riparian,Paleozoic Plateau Bluff and Talus Woodland,Hardwood
1181,1181,89.000000000000000,1581,7517,Boreal Acidic Peatland Systems,Riparian,Paleozoic Plateau Bluff and Talus Woodland,Hardwood
1182,1182,60.000000000000000,1563,9120,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,Laurentian-Acadian Wet Meadow,Riparian
1183,1183,17.000000000000000,1561,9817,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,Northern & Central Ruderal Meadow,Exotic Herbaceous
1184,1184,4.000000000000000,1561,9679,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,North-Central Interior Floodplain Shrubland,Riparian
1185,1185,4.000000000000000,1561,9683,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,North-Central Interior Wet Meadow,Riparian
1186,1186,4.000000000000000,1561,9317,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub
1187,1187,86.000000000000000,1561,9318,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,Northern & Central Ruderal Wet Meadow & Marsh,Riparian
1188,1188,32.000000000000000,1561,9183,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,North-Central Interior Shrub Swamp,Riparian
1189,1189,72.000000000000000,1576,9682,Central Tallgrass Prairie,Grassland,North-Central Interior Graminoid Alkaline Fen,Riparian
1190,1190,3.000000000000000,1561,7975,Laurentian-Acadian Northern Hardwoods Forest-Hemlock,Hardwood,Eastern Cool Temperate Close Grown Crop,Agricultural
1191,1191,324683.000000000000000,2127,9179,Central Interior and Appalachian Floodplain Systems,Riparian,North-Central Interior Floodplain Forest,Riparian
1192,1192,64685.000000000000000,2127,7299,Central Interior and Appalachian Floodplain Systems,Riparian,Developed-Roads,Developed-Roads
1193,1193,15849.000000000000000,2127,9318,Central Interior and Appalachian Floodplain Systems,Riparian,Northern & Central Ruderal Wet Meadow & Marsh,Riparian
1194,1194,10854.000000000000000,2127,7488,Central Interior and Appalachian Floodplain Systems,Riparian,Eastern Great Plains Wet Meadow-Prairie-Marsh,Riparian
1195,1195,98479.000000000000000,2127,9817,Central Interior and Appalachian Floodplain Systems,Riparian,Northern & Central Ruderal Meadow,Exotic Herbaceous
1196,1196,165950.000000000000000,2127,7977,Central Interior and Appalachian Floodplain Systems,Riparian,Eastern Cool Temperate Pasture and Hayland,Agricultural
1197,1197,29384.000000000000000,2127,7314,Central Interior and Appalachian Floodplain Systems,Riparian,North-Central Interior Maple-Basswood Forest,Hardwood
1198,1198,77669.000000000000000,2127,9180,Central Interior and Appalachian Floodplain Systems,Riparian,North-Central Interior Freshwater Marsh,Riparian
1199,1199,1366727.000000000000000,2117,7977,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,Eastern Cool Temperate Pasture and Hayland,Agricultural
1200,1200,12350.000000000000000,2127,7311,Central Interior and Appalachian Floodplain Systems,Riparian,North-Central Interior Dry Oak Forest and Woodland,Hardwood
1201,1201,13733.000000000000000,2117,7421,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,Central Tallgrass Prairie,Grassland
1202,1202,96717.000000000000000,2117,7311,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,North-Central Interior Dry Oak Forest and Woodland,Hardwood
1203,1203,92376.000000000000000,2117,9315,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,Northern & Central Native Ruderal Forest,Conifer-Hardwood
1204,1204,351489.000000000000000,2117,7314,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,North-Central Interior Maple-Basswood Forest,Hardwood
1205,1205,42073.000000000000000,2117,9179,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,North-Central Interior Floodplain Forest,Riparian
1206,1206,19913.000000000000000,2127,9315,Central Interior and Appalachian Floodplain Systems,Riparian,Northern & Central Native Ruderal Forest,Conifer-Hardwood
1207,1207,7959.000000000000000,2117,9180,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,North-Central Interior Freshwater Marsh,Riparian
1208,1208,68449.000000000000000,2124,7977,Northern Tallgrass Prairie,Grassland,Eastern Cool Temperate Pasture and Hayland,Agricultural
1209,1209,8763.000000000000000,2127,7421,Central Interior and Appalachian Floodplain Systems,Riparian,Central Tallgrass Prairie,Grassland
1210,1210,28953.000000000000000,2121,7977,North-Central Interior Oak Savanna,Hardwood,Eastern Cool Temperate Pasture and Hayland,Agricultural
1211,1211,1065.000000000000000,2124,7421,Northern Tallgrass Prairie,Grassland,Central Tallgrass Prairie,Grassland
1212,1212,13151.000000000000000,2124,7314,Northern Tallgrass Prairie,Grassland,North-Central Interior Maple-Basswood Forest,Hardwood
1213,1213,60536.000000000000000,2124,7299,Northern Tallgrass Prairie,Grassland,Developed-Roads,Developed-Roads
1214,1214,15757.000000000000000,2121,7299,North-Central Interior Oak Savanna,Hardwood,Developed-Roads,Developed-Roads
1215,1215,4381.000000000000000,2124,9179,Northern Tallgrass Prairie,Grassland,North-Central Interior Floodplain Forest,Riparian
1216,1216,543802.000000000000000,2117,7299,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,Developed-Roads,Developed-Roads
1217,1217,3925.000000000000000,2124,7929,Northern Tallgrass Prairie,Grassland,Eastern Cool Temperate Developed Herbaceous,Developed
1218,1218,11004.000000000000000,2124,7908,Northern Tallgrass Prairie,Grassland,Eastern Cool Temperate Urban Herbaceous,Developed
1219,1219,403335.000000000000000,2124,7974,Northern Tallgrass Prairie,Grassland,Eastern Cool Temperate Row Crop,Agricultural
1220,1220,130643.000000000000000,2125,7314,Central Tallgrass Prairie,Grassland,North-Central Interior Maple-Basswood Forest,Hardwood
1221,1221,20473.000000000000000,2124,7296,Northern Tallgrass Prairie,Grassland,Developed-Low Intensity,Developed-Low Intensity
1222,1222,25972.000000000000000,2124,9817,Northern Tallgrass Prairie,Grassland,Northern & Central Ruderal Meadow,Exotic Herbaceous
1223,1223,16661.000000000000000,2125,9179,Central Tallgrass Prairie,Grassland,North-Central Interior Floodplain Forest,Riparian
1224,1224,8293.000000000000000,2124,9315,Northern Tallgrass Prairie,Grassland,Northern & Central Native Ruderal Forest,Conifer-Hardwood
1225,1225,6313.000000000000000,2121,7314,North-Central Interior Oak Savanna,Hardwood,North-Central Interior Maple-Basswood Forest,Hardwood
1226,1226,3724.000000000000000,2121,9315,North-Central Interior Oak Savanna,Hardwood,Northern & Central Native Ruderal Forest,Conifer-Hardwood
1227,1227,4391784.000000000000000,2125,7974,Central Tallgrass Prairie,Grassland,Eastern Cool Temperate Row Crop,Agricultural
1228,1228,958278.000000000000000,2125,7977,Central Tallgrass Prairie,Grassland,Eastern Cool Temperate Pasture and Hayland,Agricultural
1229,1229,2415.000000000000000,2121,9179,North-Central Interior Oak Savanna,Hardwood,North-Central Interior Floodplain Forest,Riparian
1230,1230,11414.000000000000000,2119,9179,North-Central Interior Maple-Basswood Forest,Hardwood,North-Central Interior Floodplain Forest,Riparian
1231,1231,93411.000000000000000,2121,7974,North-Central Interior Oak Savanna,Hardwood,Eastern Cool Temperate Row Crop,Agricultural
1232,1232,12238.000000000000000,2121,9817,North-Central Interior Oak Savanna,Hardwood,Northern & Central Ruderal Meadow,Exotic Herbaceous
1233,1233,561.000000000000000,2124,7927,Northern Tallgrass Prairie,Grassland,Eastern Cool Temperate Developed Mixed Forest,Developed
1234,1234,15446.000000000000000,2124,7297,Northern Tallgrass Prairie,Grassland,Developed-Medium Intensity,Developed-Medium Intensity
1235,1235,7044.000000000000000,2121,7975,North-Central Interior Oak Savanna,Hardwood,Eastern Cool Temperate Close Grown Crop,Agricultural
1236,1236,4772.000000000000000,2121,7296,North-Central Interior Oak Savanna,Hardwood,Developed-Low Intensity,Developed-Low Intensity
1237,1237,327763.000000000000000,2117,9817,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,Northern & Central Ruderal Meadow,Exotic Herbaceous
1238,1238,5084.000000000000000,2124,7909,Northern Tallgrass Prairie,Grassland,Eastern Cool Temperate Urban Shrubland,Developed
1239,1239,1249.000000000000000,2121,7929,North-Central Interior Oak Savanna,Hardwood,Eastern Cool Temperate Developed Herbaceous,Developed
1240,1240,3109.000000000000000,2121,7908,North-Central Interior Oak Savanna,Hardwood,Eastern Cool Temperate Urban Herbaceous,Developed
1241,1241,239487.000000000000000,2125,9817,Central Tallgrass Prairie,Grassland,Northern & Central Ruderal Meadow,Exotic Herbaceous
1242,1242,10175.000000000000000,2125,7421,Central Tallgrass Prairie,Grassland,Central Tallgrass Prairie,Grassland
1243,1243,1128.000000000000000,2124,9317,Northern Tallgrass Prairie,Grassland,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub
1244,1244,8476.000000000000000,2127,9683,Central Interior and Appalachian Floodplain Systems,Riparian,North-Central Interior Wet Meadow,Riparian
1245,1245,63343.000000000000000,2125,9315,Central Tallgrass Prairie,Grassland,Northern & Central Native Ruderal Forest,Conifer-Hardwood
1246,1246,42491.000000000000000,2127,7975,Central Interior and Appalachian Floodplain Systems,Riparian,Eastern Cool Temperate Close Grown Crop,Agricultural
1247,1247,11435.000000000000000,2127,9314,Central Interior and Appalachian Floodplain Systems,Riparian,Northern & Central Native Ruderal Flooded & Swamp Forest,Riparian
1248,1248,1395.000000000000000,1571,7517,North-Central Oak Barrens,Hardwood,Paleozoic Plateau Bluff and Talus Woodland,Hardwood
1249,1249,2659.000000000000000,2127,9317,Central Interior and Appalachian Floodplain Systems,Riparian,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub
1250,1250,360.000000000000000,1570,7972,North-Central Interior Oak Savanna,Hardwood,Eastern Cool Temperate Bush fruit and berries,Agricultural
1251,1251,925.000000000000000,2127,7907,Central Interior and Appalachian Floodplain Systems,Riparian,Eastern Cool Temperate Urban Mixed Forest,Developed
1252,1252,13038.000000000000000,2127,7296,Central Interior and Appalachian Floodplain Systems,Riparian,Developed-Low Intensity,Developed-Low Intensity
1253,1253,23134.000000000000000,2124,7975,Northern Tallgrass Prairie,Grassland,Eastern Cool Temperate Close Grown Crop,Agricultural
1254,1254,258.000000000000000,2124,7488,Northern Tallgrass Prairie,Grassland,Eastern Great Plains Wet Meadow-Prairie-Marsh,Riparian
1255,1255,10752.000000000000000,2127,7297,Central Interior and Appalachian Floodplain Systems,Riparian,Developed-Medium Intensity,Developed-Medium Intensity
1256,1256,836.000000000000000,2124,7295,Northern Tallgrass Prairie,Grassland,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads
1257,1257,10274.000000000000000,2127,7908,Central Interior and Appalachian Floodplain Systems,Riparian,Eastern Cool Temperate Urban Herbaceous,Developed
1258,1258,173.000000000000000,2121,7295,North-Central Interior Oak Savanna,Hardwood,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads
1259,1259,113.000000000000000,2121,7488,North-Central Interior Oak Savanna,Hardwood,Eastern Great Plains Wet Meadow-Prairie-Marsh,Riparian
1260,1260,295.000000000000000,2121,9180,North-Central Interior Oak Savanna,Hardwood,North-Central Interior Freshwater Marsh,Riparian
1261,1261,394.000000000000000,2127,7412,Central Interior and Appalachian Floodplain Systems,Riparian,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland
1262,1262,5757.000000000000000,2127,7298,Central Interior and Appalachian Floodplain Systems,Riparian,Developed-High Intensity,Developed-High Intensity
1263,1263,578.000000000000000,2127,7295,Central Interior and Appalachian Floodplain Systems,Riparian,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads
1264,1264,2786.000000000000000,2121,7297,North-Central Interior Oak Savanna,Hardwood,Developed-Medium Intensity,Developed-Medium Intensity
1265,1265,71859.000000000000000,2117,7297,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,Developed-Medium Intensity,Developed-Medium Intensity
1266,1266,585.000000000000000,2124,7978,Northern Tallgrass Prairie,Grassland,Eastern Cool Temperate Wheat,Agricultural
1267,1267,3772.000000000000000,2124,7905,Northern Tallgrass Prairie,Grassland,Eastern Cool Temperate Urban Deciduous Forest,Developed
1268,1268,694854.000000000000000,2127,7974,Central Interior and Appalachian Floodplain Systems,Riparian,Eastern Cool Temperate Row Crop,Agricultural
1269,1269,968.000000000000000,2123,9179,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland,North-Central Interior Floodplain Forest,Riparian
1270,1270,40035.000000000000000,2123,7314,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland,North-Central Interior Maple-Basswood Forest,Hardwood
1271,1271,6088.000000000000000,2124,7311,Northern Tallgrass Prairie,Grassland,North-Central Interior Dry Oak Forest and Woodland,Hardwood
1272,1272,26268.000000000000000,2117,7905,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,Eastern Cool Temperate Urban Deciduous Forest,Developed
1273,1273,3344.000000000000000,2123,7905,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland,Eastern Cool Temperate Urban Deciduous Forest,Developed
1274,1274,94016.000000000000000,2117,7908,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,Eastern Cool Temperate Urban Herbaceous,Developed
1275,1275,120584.000000000000000,2117,7296,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,Developed-Low Intensity,Developed-Low Intensity
1276,1276,1971.000000000000000,2124,7925,Northern Tallgrass Prairie,Grassland,Eastern Cool Temperate Developed Deciduous Forest,Developed
1277,1277,122211.000000000000000,2119,7314,North-Central Interior Maple-Basswood Forest,Hardwood,North-Central Interior Maple-Basswood Forest,Hardwood
1278,1278,14806.000000000000000,2117,7925,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,Eastern Cool Temperate Developed Deciduous Forest,Developed
1279,1279,8749.000000000000000,2117,7907,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,Eastern Cool Temperate Urban Mixed Forest,Developed
1280,1280,4189.000000000000000,2124,7973,Northern Tallgrass Prairie,Grassland,Eastern Cool Temperate Row Crop - Close Grown Crop,Agricultural
1281,1281,11320.000000000000000,2123,7311,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland,North-Central Interior Dry Oak Forest and Woodland,Hardwood
1282,1282,2221.000000000000000,2119,7421,North-Central Interior Maple-Basswood Forest,Hardwood,Central Tallgrass Prairie,Grassland
1283,1283,73517.000000000000000,2119,9817,North-Central Interior Maple-Basswood Forest,Hardwood,Northern & Central Ruderal Meadow,Exotic Herbaceous
1284,1284,197752.000000000000000,2119,7310,North-Central Interior Maple-Basswood Forest,Hardwood,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood
1285,1285,1532716.000000000000000,2117,7310,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood
1286,1286,282782.000000000000000,2117,7976,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,Eastern Cool Temperate Fallow/Idle Cropland,Agricultural
1287,1287,17385.000000000000000,2124,7976,Northern Tallgrass Prairie,Grassland,Eastern Cool Temperate Fallow/Idle Cropland,Agricultural
1288,1288,11967.000000000000000,2123,9315,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland,Northern & Central Native Ruderal Forest,Conifer-Hardwood
1289,1289,61604.000000000000000,2119,7976,North-Central Interior Maple-Basswood Forest,Hardwood,Eastern Cool Temperate Fallow/Idle Cropland,Agricultural
1290,1290,7186325.000000000000000,2117,7974,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,Eastern Cool Temperate Row Crop,Agricultural
1291,1291,1198144.000000000000000,2119,7974,North-Central Interior Maple-Basswood Forest,Hardwood,Eastern Cool Temperate Row Crop,Agricultural
1292,1292,29373.000000000000000,2119,9315,North-Central Interior Maple-Basswood Forest,Hardwood,Northern & Central Native Ruderal Forest,Conifer-Hardwood
1293,1293,984830.000000000000000,2125,7310,Central Tallgrass Prairie,Grassland,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood
1294,1294,87898.000000000000000,2126,7314,Eastern Great Plains Floodplain Systems,Riparian,North-Central Interior Maple-Basswood Forest,Hardwood
1295,1295,311549.000000000000000,2126,7974,Eastern Great Plains Floodplain Systems,Riparian,Eastern Cool Temperate Row Crop,Agricultural
1296,1296,24480.000000000000000,2126,9315,Eastern Great Plains Floodplain Systems,Riparian,Northern & Central Native Ruderal Forest,Conifer-Hardwood
1297,1297,45332.000000000000000,2117,7929,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,Eastern Cool Temperate Developed Herbaceous,Developed
1298,1298,6326.000000000000000,2125,7925,Central Tallgrass Prairie,Grassland,Eastern Cool Temperate Developed Deciduous Forest,Developed
1299,1299,51728.000000000000000,2125,7908,Central Tallgrass Prairie,Grassland,Eastern Cool Temperate Urban Herbaceous,Developed
1300,1300,1053.000000000000000,2126,7925,Eastern Great Plains Floodplain Systems,Riparian,Eastern Cool Temperate Developed Deciduous Forest,Developed
1301,1301,24909.000000000000000,2126,7976,Eastern Great Plains Floodplain Systems,Riparian,Eastern Cool Temperate Fallow/Idle Cropland,Agricultural
1302,1302,226217.000000000000000,2126,7310,Eastern Great Plains Floodplain Systems,Riparian,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood
1303,1303,5465.000000000000000,2126,7296,Eastern Great Plains Floodplain Systems,Riparian,Developed-Low Intensity,Developed-Low Intensity
1304,1304,3788.000000000000000,2117,7927,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,Eastern Cool Temperate Developed Mixed Forest,Developed
1305,1305,516945.000000000000000,2117,7975,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,Eastern Cool Temperate Close Grown Crop,Agricultural
1306,1306,4.000000000000000,1576,7290,Central Tallgrass Prairie,Grassland,North-Central Oak Barrens Herbaceous,Grassland
1307,1307,46923.000000000000000,2126,9817,Eastern Great Plains Floodplain Systems,Riparian,Northern & Central Ruderal Meadow,Exotic Herbaceous
1308,1308,192.000000000000000,1570,9682,North-Central Interior Oak Savanna,Hardwood,North-Central Interior Graminoid Alkaline Fen,Riparian
1309,1309,9049.000000000000000,2127,9679,Central Interior and Appalachian Floodplain Systems,Riparian,North-Central Interior Floodplain Shrubland,Riparian
1310,1310,188400.000000000000000,2125,7976,Central Tallgrass Prairie,Grassland,Eastern Cool Temperate Fallow/Idle Cropland,Agricultural
1311,1311,43647.000000000000000,2117,7909,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,Eastern Cool Temperate Urban Shrubland,Developed
1312,1312,54.000000000000000,1583,9682,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,North-Central Interior Graminoid Alkaline Fen,Riparian
1313,1313,4352.000000000000000,2127,7905,Central Interior and Appalachian Floodplain Systems,Riparian,Eastern Cool Temperate Urban Deciduous Forest,Developed
1314,1314,313634.000000000000000,2125,7975,Central Tallgrass Prairie,Grassland,Eastern Cool Temperate Close Grown Crop,Agricultural
1315,1315,314460.000000000000000,2125,7299,Central Tallgrass Prairie,Grassland,Developed-Roads,Developed-Roads
1316,1316,1460.000000000000000,2124,7907,Northern Tallgrass Prairie,Grassland,Eastern Cool Temperate Urban Mixed Forest,Developed
1317,1317,23432.000000000000000,2125,7929,Central Tallgrass Prairie,Grassland,Eastern Cool Temperate Developed Herbaceous,Developed
1318,1318,33485.000000000000000,2125,7297,Central Tallgrass Prairie,Grassland,Developed-Medium Intensity,Developed-Medium Intensity
1319,1319,28072.000000000000000,2119,7311,North-Central Interior Maple-Basswood Forest,Hardwood,North-Central Interior Dry Oak Forest and Woodland,Hardwood
1320,1320,1.000000000000000,1581,9617,Boreal Acidic Peatland Systems,Riparian,Laurentian-Acadian Floodplain Shrubland,Riparian
1321,1321,58242.000000000000000,2124,7310,Northern Tallgrass Prairie,Grassland,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood
1322,1322,18679.000000000000000,2123,7976,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland,Eastern Cool Temperate Fallow/Idle Cropland,Agricultural
1323,1323,21376.000000000000000,2123,9817,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland,Northern & Central Ruderal Meadow,Exotic Herbaceous
1324,1324,153431.000000000000000,2123,7310,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood
1325,1325,109831.000000000000000,2131,7314,Paleozoic Plateau Bluff and Talus,Hardwood-Conifer,North-Central Interior Maple-Basswood Forest,Hardwood
1326,1326,422965.000000000000000,2119,7977,North-Central Interior Maple-Basswood Forest,Hardwood,Eastern Cool Temperate Pasture and Hayland,Agricultural
1327,1327,33660.000000000000000,2126,7311,Eastern Great Plains Floodplain Systems,Riparian,North-Central Interior Dry Oak Forest and Woodland,Hardwood
1328,1328,1068.000000000000000,2119,7927,North-Central Interior Maple-Basswood Forest,Hardwood,Eastern Cool Temperate Developed Mixed Forest,Developed
1329,1329,25944.000000000000000,2119,7296,North-Central Interior Maple-Basswood Forest,Hardwood,Developed-Low Intensity,Developed-Low Intensity
1330,1330,2140.000000000000000,2119,7907,North-Central Interior Maple-Basswood Forest,Hardwood,Eastern Cool Temperate Urban Mixed Forest,Developed
1331,1331,477.000000000000000,2124,7412,Northern Tallgrass Prairie,Grassland,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland
1332,1332,15485.000000000000000,2119,7297,North-Central Interior Maple-Basswood Forest,Hardwood,Developed-Medium Intensity,Developed-Medium Intensity
1333,1333,8967.000000000000000,2121,7311,North-Central Interior Oak Savanna,Hardwood,North-Central Interior Dry Oak Forest and Woodland,Hardwood
1334,1334,1.000000000000000,1564,9117,North-Central Interior Dry Oak Forest and Woodland,Hardwood,Laurentian-Acadian Floodplain Forest,Riparian
1335,1335,41678.000000000000000,2121,7310,North-Central Interior Oak Savanna,Hardwood,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood
1336,1336,137428.000000000000000,2119,7975,North-Central Interior Maple-Basswood Forest,Hardwood,Eastern Cool Temperate Close Grown Crop,Agricultural
1337,1337,8748.000000000000000,2119,7929,North-Central Interior Maple-Basswood Forest,Hardwood,Eastern Cool Temperate Developed Herbaceous,Developed
1338,1338,23220.000000000000000,2119,7908,North-Central Interior Maple-Basswood Forest,Hardwood,Eastern Cool Temperate Urban Herbaceous,Developed
1339,1339,1.000000000000000,1583,9617,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,Laurentian-Acadian Floodplain Shrubland,Riparian
1340,1340,52770.000000000000000,2127,7976,Central Interior and Appalachian Floodplain Systems,Riparian,Eastern Cool Temperate Fallow/Idle Cropland,Agricultural
1341,1341,6.000000000000000,1564,7481,North-Central Interior Dry Oak Forest and Woodland,Hardwood,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian
1342,1342,76290.000000000000000,2127,7310,Central Interior and Appalachian Floodplain Systems,Riparian,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood
1343,1343,13.000000000000000,1564,7970,North-Central Interior Dry Oak Forest and Woodland,Hardwood,Eastern Cool Temperate Orchard,Agricultural
1344,1344,13923.000000000000000,2126,9179,Eastern Great Plains Floodplain Systems,Riparian,North-Central Interior Floodplain Forest,Riparian
1345,1345,124820.000000000000000,2119,7299,North-Central Interior Maple-Basswood Forest,Hardwood,Developed-Roads,Developed-Roads
1346,1346,629.000000000000000,2117,9679,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,North-Central Interior Floodplain Shrubland,Riparian
1347,1347,64344.000000000000000,2117,7973,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,Eastern Cool Temperate Row Crop - Close Grown Crop,Agricultural
1348,1348,1225.000000000000000,2125,9314,Central Tallgrass Prairie,Grassland,Northern & Central Native Ruderal Flooded & Swamp Forest,Riparian
1349,1349,5123.000000000000000,2127,7973,Central Interior and Appalachian Floodplain Systems,Riparian,Eastern Cool Temperate Row Crop - Close Grown Crop,Agricultural
1350,1350,8510.000000000000000,2119,7905,North-Central Interior Maple-Basswood Forest,Hardwood,Eastern Cool Temperate Urban Deciduous Forest,Developed
1351,1351,1284.000000000000000,2127,7925,Central Interior and Appalachian Floodplain Systems,Riparian,Eastern Cool Temperate Developed Deciduous Forest,Developed
1352,1352,587.000000000000000,2127,7927,Central Interior and Appalachian Floodplain Systems,Riparian,Eastern Cool Temperate Developed Mixed Forest,Developed
1353,1353,5156.000000000000000,2119,7298,North-Central Interior Maple-Basswood Forest,Hardwood,Developed-High Intensity,Developed-High Intensity
1354,1354,3747.000000000000000,2125,7907,Central Tallgrass Prairie,Grassland,Eastern Cool Temperate Urban Mixed Forest,Developed
1355,1355,11447.000000000000000,2119,7909,North-Central Interior Maple-Basswood Forest,Hardwood,Eastern Cool Temperate Urban Shrubland,Developed
1356,1356,3374.000000000000000,2119,7925,North-Central Interior Maple-Basswood Forest,Hardwood,Eastern Cool Temperate Developed Deciduous Forest,Developed
